"","SITE","SOIL","Ece","EC","Cle","pHe","pH.1.5","OM","OC","Nt","P","P2O5","M","SP","M.SP"
"MSHM473","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM474","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM475","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM476","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM477","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM478","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM479","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM480","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM481","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM482","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM483","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM484","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM485","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM486","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM487","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM488","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM489","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM490","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM491","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM492","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM493","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM494","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM495","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM496","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM497","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM498","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM499","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM500","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM501","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM502","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM503","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM504","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM505","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM506","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM507","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM508","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM509","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM510","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM511","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM512","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM513","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM514","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM515","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM516","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM517","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM518","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM519","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM520","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM521","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM522","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM523","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM524","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM525","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM526","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM527","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM528","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM529","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM530","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM531","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM532","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM533","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM534","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM535","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM536","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM537","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM538","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM539","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM540","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM541","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM542","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM543","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM544","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM545","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM546","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM547","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM548","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM549","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM550","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM551","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM552","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM553","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM554","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM555","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM556","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM557","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM558","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM559","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM560","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM561","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM562","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM563","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM564","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM565","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM566","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM567","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM568","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM569","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM570","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM571","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM572","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM573","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM574","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM575","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM576","Hoze Soltan Lake","Saline Soil",92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
"MSHM577","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM578","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM579","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM580","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM581","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM582","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM583","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM584","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM585","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM586","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM587","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM588","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM589","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM590","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM591","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM592","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM593","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM594","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM595","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM596","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM597","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM598","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM599","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM600","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM601","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM602","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM603","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM604","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM605","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM606","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM607","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM608","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM609","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM610","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM611","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM612","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM613","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM614","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM615","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM616","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM617","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM618","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM619","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM620","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM621","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM622","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM623","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM624","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM625","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM626","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM627","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM628","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM629","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM630","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM631","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM632","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM633","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM634","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM635","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM636","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM637","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM638","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM639","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM640","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM641","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM642","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM643","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM644","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM645","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM646","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM647","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM648","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM649","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM650","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM651","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM652","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM653","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM654","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM655","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM656","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM657","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM658","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM659","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM660","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
"MSHM661","Rig-Boland Desert","Arid soil",5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
