,SITE,SOIL,Ece,EC,Cle,pHe,pH 1:5,OM,OC,Nt,P,P2O5,M,SP,M:SP
MSHM5131,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5132,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5133,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5134,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5135,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5136,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5137,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5138,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5139,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5140,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5141,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5142,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5143,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5144,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5145,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5146,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5147,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5148,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5149,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5150,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5151,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5152,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5153,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5154,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5155,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5156,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5157,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5158,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5159,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5160,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5161,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5162,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5163,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5164,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5165,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5166,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5167,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5168,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5169,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5170,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5171,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5172,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5173,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5174,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5175,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5176,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5177,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5178,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5179,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5180,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5181,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5182,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5183,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5184,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5185,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5186,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5187,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5188,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5189,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5190,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5191,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5192,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5193,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5194,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5195,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5196,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5197,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5198,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5199,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5200,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5201,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5202,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5203,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5204,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5205,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5206,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5207,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5208,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5209,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5210,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5211,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5212,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5213,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5214,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5215,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5216,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5217,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5218,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5219,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5220,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5221,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5222,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5223,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5224,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5225,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5226,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5227,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5228,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5229,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5230,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5231,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5232,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5233,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5234,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5235,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5236,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5237,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5238,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5239,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5240,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5241,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5242,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5243,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5244,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5245,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5246,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5247,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5248,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5249,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5250,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5251,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5252,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5253,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5254,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5255,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5256,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5257,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5258,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5259,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5260,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5261,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5262,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5263,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5264,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5265,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5266,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5267,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5268,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5269,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5270,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5271,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5272,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5273,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5274,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5275,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5276,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5277,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5278,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5279,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5280,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5281,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5282,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5283,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5284,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5285,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5286,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5287,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5288,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5289,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5290,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5291,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5292,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5293,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5294,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5295,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5296,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5297,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5298,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5299,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5300,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5301,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5302,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5303,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5304,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5305,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5306,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5307,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5308,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5309,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5310,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5311,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5312,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5313,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5314,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5315,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5316,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5317,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5318,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5319,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5320,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5321,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5322,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5323,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5324,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5325,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5326,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5327,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5328,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5329,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5330,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5331,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5332,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5333,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5334,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5335,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5336,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5337,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
MSHM5338,Garmsar,Arid soil,6.8,1.02,685,8,7.9,0.38,0.17,0.028,3.9,9.12,0.9,24.08,0.03
